Year,Publication Date,Headline,Snippet,Section Name,Type of Material
1973,3-Feb-73,Sports News Briefs; Giants in Search of Field Canada to Aid Olympic Financing Venezuela Nine Defeats Mexico Stormy Widens Ocean-Race Lead U.S.L.T.A. Meeting Begins Tomorrow,The Giants acknowledged yesterday that their faint 'hopes for a reasonably solid home stand: at Yankee Stadium in 1973 had gone aglimmering. The City has advised the National Football League club that its renovation of the stadium is expected to...,,Article
1973,20-Feb-73,Business Briefs; Peterson Opens Talks With French Hauge Optimistic on World Outlook 2 Australian Car Makers' Profits Dip Venezuela to Raise Oil Prices 10%,"Peter G. Peterson, President Nixon's special trade emissary, opened a round of talks with French business and Government representatives today on future relations between the United States and Europe.",,Article
1973,21-Feb-73,BRAZILIAN LEADER VISITS VENEZUELA; Medici Meets With Caldera in Move to Ease Tension Road Inauguration Imperialism' Is Charged Statement Stresses Amity,The presidents of Brazil and Venezuela met today in a move to ease tension that has been rising between the two countries ever since President Nixon publicly singled out Brazil as the natural leader of Latin America over a year ago.,,Article
1973,11-Mar-73,"Mexico, Venezuela Tie, 1-1, In Davis Cup Competition","Mexico and Venezuela were tied, 1-1, today after splitting singles matches in the first day of competition of their Davis Cup elimination playoffs.  ",,Article
1973,14-Mar-73,Industry Officials Stress Scope of Energy Crisis; Achilles Heel' OFFICIALS STRESS ENERGY PROBLEM Venezuela Raises Prices,"The top brass of the nation's largest oil and gas companies came to West Texas today to expound upon the energy crisis. One after the other, the executives told similar stories to the Texas Railroad Commission and an audience of some 200 of their...",,Article
1973,22-Apr-73,VENEZUELA OPENS CUBAN CONTACTS; Cuban Given Amnesty Ties Broken in 1963 Develops Official Exchanges as a 'Middle Way',"Venezuela is developing new relations with Cuba through personal contacts, including official exchanges.",,Article
1973,7-May-73,Prospects of an Andean Pact Stirring Interest in Venezuela,"CARACAS, Venezuela--With the Venezuelan Congress expected to ratify the decision to join the Andean Pact in May, Caracas has caught the Andean fever.",,Article
1973,28-Jul-73,Business Briefs; Venezuela Raises Price of Crude Oil U.S. Trims August Exports of Scrap,Venezuela on July 27 increases crude oil prices an avg of 36c per bbl because of worldwide inflation,,Article
1973,6-Aug-73,Survey Indicates Most Latins Don't View Peron With Alarm; BRAZIL CHILE MEXICO VENEZUELA PERU COLOMBIA,"The return of Juan D. Peron to leadership in Argentina is expected to have little immediate impact on present relations between,,that country and the rest of Latin America, a survey by The Associated Press reports.",,Article
1973,15-Aug-73,Court Bars Perez Jimenez From Venezuela Elections,"The Venezucian Supreme Court today banned a former President, Marcos Perez Jimenez, who ruled from 1948 to 1958, from seeking the presidency again in elections here this December, a court spokesman said.  ",,Article
1973,29-Sep-73,Business Briefs; Thrift Mortgage Loan Pledges Drop Venezuela Raises Export Costs on Oil Market Bloc Stalled on Regional Fund Yen Replaces Dollar in Oil Payments,"The heavy outflow of deposits from New York State savings banks has sharply reduced commitments to make mortgage loans, and expansion of actual mortgage loans has slowed down. According to data released this week by the Savings Banks Association of...",,Article
1973,27-Oct-73,VENEZUELA LIFTS OIL PRICE BY 56%; 2d Largest Supplier of U.S. Acts in Wake of Other Producers' Increases NIGERIA ALSO SETS RISE Moves Expected to Have Major Impact on Fuel Costs on East Coast Caribbean Refineries VENEZUELA LIFTS OIL PRICE BY 56% Oil .Action Sidestepped,"Venezuela, the second largest supplier of foreign oil to the United States, announced yes terday an average 56 per cen? increase in its price for petro leum.",,Article
1973,12-Nov-73,Venezuela Reviews Role in Oil Balance; Sharp Increases in Prices and Depletion of Domestic Reserves Shift Emphasis for Former Leading Exporter Depletion of Reserves OIL AIMS WEIGHED BY VENEZUELANS Maximizing Benefits Guarantee Lost,"CARACAS, Venezuela, Nov. 10-Venezuela, the second largest foreign supplier of oil and petroleum products to the United States and the largest to Canada, can do nothing to help the United States and other energy-consuming nations out of the supply...",,Article
1973,16-Nov-73,VENEZUELA WILL GET ADDED OIL ROYALTIES,"Venezuela will take in $18.6-million additional per month in royalties from foreign oil companies under an agreement that takes effect this month, Mines Minister Hugo Perez la Salvia announced today.",,Article
1973,1-Dec-73,Business Briefs; F.T.C. and Gimbel Set Consent Decree Venezuela Increasing Her Oil Prices Canada Reducing Oil Exports to U.S.,"Canadian oil exports to the United States will be reduced to 977,000 barrels a day in December from 1.03 million barrels in November and 1.2 million earlier this year. A National Energy Board official said yesterday that the exports would be reduced...",,Article
1973,7-Dec-73,Democracy in Venezuela,"In a part of the world where such institutions have become almost non-existent, Venezuela through fifteen difficult years has maintained a democratic system and an open society. In 1968, the system met one of the most difficult tests of all: peaceful...",,Article
1973,8-Dec-73,"After a Campaign of 2 Years, Venezuela Is Set to Elect Leader; Both Nice Fellows' Divided on Cuba Marxist in the Race",Venezuela's costly two-year presidential campaign closed today with forecasts of victory in Sunday's vote fairly evenly divided between the candidates of the two major parties.,,Article
1973,12-Dec-73,VENEZUELA TALLY PUTS PEREZ AHEAD; Social Democrat Appears to Have Won Presidency 12 Candidates Ran Oil as 'Weapon',"Carlos Andres Perez, a Social Democrat, today held a substantial and probably winning lead over the Government candidate in Venezuela's presidential election.",,Article
1973,13-Dec-73,Venezuela Keeps Faith,"ed applauds results of Venezuelan electorate's rejection of extreme left and right wing in Dec 9 Pres election, noting that 85% of votes were cast for 2 center parties; sees election as hope for democracy in Latin Amer",,Article
1973,14-Dec-73,Business Briefs; Venezuela to Shift Some Royalty Oil U.S. to Preview Antitrust Pitfalls General Host Enjoined on Armour Boxcar Leasing Fleet Is Proposed,"Venezuela's Mines Minister, Hugo Perez la Salvia, said today that the Government was considering taking part of its more than 500,000-barrel-a-day royalty oil from United States and other foreign oil companies.",,Article
1973,14-Dec-73,President-Elect's Party Gains Strength in Venezuela Congress,"Democratic Action party s majority in the Senate and what may be a majority as well in the 183-seat House of Deputies meant a ' responsibility"" for his successor. President-elect [Carlos Andrds Pdrez] said earlier this week    the  of his victory...",,Article
1973,22-Dec-73,"Sports News Briefs; Jackson of A's Wins Slugging Title 1974 World Cup Golf to Venezuela Henley Regatta Pulls Own Oars Harvard's Track Bubble Bursts SuperSonics Cleared on 'Dump' Charge Miami of Ohio, Florida Play Tonight","Reggie Jackson of the world champion Oakland A's was named officially today the American League's 1973 slugging king. Jackson compiled a slugging percentage of .531. Sal Bando of the A's was second at .497, followed by Frank Robinson of California...",,Article
1973,25-Dec-73,Increase Is Expected for Venezuela Oil Prices; Exports of Crude Oil Up,"Venezuela will follow Persian Gulf oil producers in decreeing major rise in its price for oil exports beginning next month, oil sources said today. Observers predicted that prices will soar over the $10-a-barrel mark.",,Article
1973,27-Dec-73,Briefs on Energy; Venezuela to Raise Oil Tax Bolivia to Increase Oil Export Price Iran Oil Workers Get 10% Raise 2 U.S. Concerns to Seek Oil in Egypt Boston Subway Drive Adding Riders,"The Government said today that the Venezuelan oil-tax reference values used to calculate taxes paid by foreign-oil companies would increase substantially next Tuesday. Hugo Perez la Salvia, the Mines and Hydrocarbons Minister, said the increase would...",,Article
1973,29-Dec-73,Venezuela Oil Price Up,,,Front Page
1973,29-Dec-73,"New Level, $14.08 a Barrel, Exceeds Persian Gulf's; Gasoline Rise Seen VENEZUELA LIFTS OIL PRICE BY 81.9% Adjustment Monthly OPEC to Coordinate Producing in Venezuela Market Averages","Venezuela yesterday increased the price of crude oil to $14.08 a barrel, the Mines and Hydrocarbons Ministry announced in Caracas.",,Article
1974,3-Jan-74,"Venezuela Grows Fast, but Many Stay Poor; Oil Policy Changing---New President to Fight Inequity Social Development Lags Virtually Untouched Area Early Nationalization Urged","CARACAS, Venezuela--The view of Caracas from the slum dwellings that infest the surrounding green hills and ravines is one of movement, growth and hope.",,Article
1974,6-Jan-74,"Venezuela and Oil; Still a U.S. Friend, But She Intends To 'Cash In'",article on Venezuelan pol climate following recent pres election notes feeling of incoming Govt of Pres Carlos Andres Perez that Venezuela should cash in on oil shortage; Perez assertion that he will use oil as lever to obtain more technology and...,,Article
1974,15-Jan-74,Venezuela Plans to 'Adjust' Oil Prices; Prices Teld Too High,"A high official in the Mines Ministry said today that Venezuela would ""adjust"" her oil prices Feb. 1 despite a price freeze agreed upon by the Organization of Petroleum Exporting Countries (O.P.E.C.) in Geneva.",,Article
1974,16-Jan-74,Business Briefs; Venezuela in Denial on Oil-Price Pact Pound Sinks as Dollar Gains Abroad Eximbank to Aid in Zaire Financing Petrofina Is Pick of Foreign Stocks Profit on Escrow Barred to Lenders,"Venezuela, which already has announced it will adjust oil prices on Feb. 1, asserted today that there was no agreement by the Organization of Petroleum Exporting Countries to freeze oil prices until April 1.",,Article
1974,24-Jan-74,Briefs on Energy; Arabs to Study Embargo Leaks Sunday L.I.R.R. Closing Threatened U. S. Electricity Rise Cut Dutch Gasoline Rationing Ending Preferential Gasoline Sales Opposed Violations Found at 113 of 281 Stations Venezuela May Nationalize Oil,"Edison Electric Inst on Jan 23 repts .5% increase in power use during 2nd wk of daylight saving time, compared with same period in '73; Northeast Utilities attributes 1% fuel saving to Daylight Saving (S)",,Article
1974,1-Feb-74,Briefs on Energy; Oil-Company Bribery in Italy Alleged Saudi-Japanese Agreement Reached Venezuela Freezes Price of Oil,"Court sources said today that three magistrates and more than 40 policemen were trying to determine whether oil companies bribed Government officials with a reported $25-million slush fund, in a conspiracy to raise prices. The inquiry started in Rome...",,Article
1974,3-Feb-74,Venezuela Guarantees Oil To Central American States,"Venezuela today guaranteed preferential oil supplies to Central American nations to counter shortages they are suffering as a result of the Arab oil cutback, but refused to lower her prices.",,Article
1974,19-Feb-74,VENEZUELA TO BUILD COSTA RICA OIL UNIT,"Venezuela will build a big oil refinery in Costa Rica and provide it with crude oil at preferential prices, Costa Rican. Foreign Minister Gonzalo Facto said today.",,Article
1974,21-Feb-74,Venezuela Plans Take-over,"The ruling Social Christian Party said today that it would introduce a bill for nationalization of Venezuela's oil industry within two weeks. At present, the Venezuelan oil fields are the single largest source of United States oil imports.",,Article
1974,23-Feb-74,Venezuela Enthusiastic Over Mobil Oil Strike,"by the Mobil Oil Corporation in Lake Maracaibo last week has opened the way to possible reserves of 300 million barrels of light gravity crude oil, Venezuela's state oil company said today.",,Article
1974,7-Mar-74,VENEZUELA REJECTS OIL PRICE CUTBACK,"The Venezuelan Mines Minister, Hugo Perez La Salvia, flatly rejected today any possibility of a rollback in Venezuelan oil export prices. ""There will be no drop in prices,"" he told the Caracas Daily El Nacional.",,Article
1974,11-Mar-74,Venezuela Debates Oil Nationalization; Congressional Majority A More Radical Course VENEZUELA VIEWS NATIONALIZATION Easy Money' a Problem,"The Venezuelan Government that takes office Tuesday is already under strong pressure to nationalize immediately the foreign oil companies operating here. Nationalization is generally recognized as inevitable, even by the industry.",,Article
1974,26-Mar-74,Business Briefs; I.B.M. Fights Telex Anitrust Suit I.T.T. Named In Hartford Fire Move St. Joe Minerals Raises Zinc Prices B. P. Unit Rejects Trade Charges Venezuela Proposes Lowell Oil Deal,"IBM asks US Appeals Ct, 10th Circuit, to increase award for Telex Corp antitrust violations against co to $352.5-million and to vacate $21.9-million judgment against Telex for misappropriation of trade secrete (S)",,Article
1974,29-Mar-74,"Tax Hassle Delays Flight by Foreman; Venezuela Tax Demands Delay Foreman, Norton","Venezuela finally found somebody yesterday who could stop George Foreman: its tax collectors. Foreman, boxing's undefeated heavyweight champion, was still cooling his heels in Caracas last night after suffering a ""technical knockout"" at the hands of...",,Article
